2 0.0980047982481309 0.09740490347008265
3 0.03539903064664488 0.043610495294139615
4 0.015411087818467971 0.016989548298446677
5 0.0077647502350103636 0.00859249252087589
6 0.004540391411289884 0.003620446303929424
7 0.003026539939544292 0.0014351160429294564
8 0.002399734137640415 6.243368497765829E-4
9 0.002125282761227792 2.5525706331571427E-4
10 0.0017438808781180045 1.049669495277884E-4
11 0.001847777258706098 4.37840021983429E-5
12 0.0019396540049563672 1.9092695945384352E-5
13 0.002410440102034685 7.508095206544238E-6
14 0.003009069931736572 3.2435354444334765E-6
15 0.0037690086106789366 1.4990881439711091E-6
16 0.005620270108291098 4.6818881658789217E-7
17 0.007831193964648198 2.2218376489123133E-7
18 0.014441514081668693 8.745208122147361E-8
19 0.02534633873030788 3.320942038945994E-8
20 0.039654262952706076 1.513158630505249E-8
21 0.07500513672897233 6.5000798105494125E-9
22 0.13922471491791003 2.3947386905561885E-9
23 0.2595140143981376 1.0348892346925193E-9
24 0.5532149104597276 3.984228149317442E-10
25 1.2355036239908777 2.5402181665875494E-10
26 2.865618838105412 6.099396711839078E-11
27 6.641296283537522 3.015433891150585E-11
28 14.878377648575345 1.68250239246495E-11
29 40.29930622699379 3.372034846126221E-12
30 105.59193320145093 1.4397039625097736E-12
31 248.01133064665464 7.217703471594522E-13
32 680.6920027697882 3.573392182595824E-13
33 2115.908289706036 1.130650758312415E-13
34 5802.306847887852 3.43567496006396E-14
35 16947.928138837462 1.5397775695235898E-14
36 58941.18593370636 9.238502870564473E-15
37 200978.19629545903 2.062980039907083E-15
38 571245.6749672487 1.552520719161497E-15
39 1841488.887075011 6.165896206696788E-16
40 6752517.6723579485 1.4345549251728983E-16
41 2.2117926525660295E7 5.3239745927387653E-17
42 7.456138629561731E7 1.3570095404644478E-17
43 3.622463680695855E8 1.3057455005276428E-17
44 1.1424582002774649E9 3.881900211513362E-18
45 3.566167525233941E9 5.924515363879821E-19
46 1.3951078176940918E10 4.869699730736217E-18
47 7.359139287347958E10 1.6637336334957874E-19
48 2.9326012476416473E11 6.581777131540394E-20
49 1.5035397728402998E12 9.950494789471983E-21
50 5.196415371031169E12 4.450083260459895E-20
